GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0001889	liver development	22	13	7.14	0.00899
GO:0006282	regulation of DNA repair	22	13	7.14	0.00899
GO:0019827	stem cell population maintenance	22	13	7.14	0.00899
GO:0051445	regulation of meiotic cell cycle	36	19	11.69	0.00903
GO:0097485	neuron projection guidance	97	43	31.49	0.00914
GO:0006497	protein lipidation	71	33	23.05	0.00922
GO:0042158	lipoprotein biosynthetic process	71	33	23.05	0.00922
GO:0008356	asymmetric cell division	29	16	9.41	0.00944
GO:0032436	positive regulation of proteasomal ubiqu...	29	16	9.41	0.00944
GO:2001251	negative regulation of chromosome organi...	29	16	9.41	0.00944
GO:0044255	cellular lipid metabolic process	536	199	173.99	0.00954
GO:0046434	organophosphate catabolic process	61	29	19.8	0.00976
GO:0061982	meiosis I cell cycle process	61	29	19.8	0.00976
GO:0034654	nucleobase-containing compound biosynthe...	1244	439	403.81	0.00983
