"sf1" "sf2" "sf3" "sp1" "sp2" "sp3"
"TRINITY_DN10017_c1_g1_i1" 2396 3152 2950 920 376 354
"TRINITY_DN10059_c0_g1_i2" 8 12 28 8 2 0
"TRINITY_DN10059_c0_g1_i6" 434 656 478 370 158 144
"TRINITY_DN10029_c0_g1_i1" 14 16 6 0 2 0
"TRINITY_DN10029_c0_g1_i2" 2 0 0 2 0 2
"TRINITY_DN10029_c0_g1_i4" 130 124 104 94 34 34
"TRINITY_DN10029_c0_g1_i6" 10 30 26 14 4 8
"TRINITY_DN10037_c1_g1_i1" 10944 10800 10834 4594 2648 2714
"TRINITY_DN10076_c1_g1_i1" 3986 4982 3206 2170 1228 1276
"TRINITY_DN10076_c2_g1_i1" 0 0 4 2 0 0
"TRINITY_DN10036_c1_g1_i1" 2644 2932 2672 1374 558 632
"TRINITY_DN10027_c0_g1_i6" 0 4 18 8 2 6
"TRINITY_DN10027_c0_g1_i7" 2 6 0 0 0 0
"TRINITY_DN10027_c0_g1_i9" 8 8 0 2 2 2
"TRINITY_DN10027_c0_g1_i10" 0 0 22 2 0 0
"TRINITY_DN10027_c0_g2_i1" 2 0 0 0 0 0
"TRINITY_DN10034_c0_g1_i3" 380 482 506 210 100 116
"TRINITY_DN10034_c0_g2_i3" 5170 5038 4160 2438 1060 1168
"TRINITY_DN10021_c1_g1_i1" 13018 16198 9012 9740 4902 4998
"TRINITY_DN6695_c1_g1_i1" 572 910 306 442 360 302
"TRINITY_DN6695_c1_g3_i1" 3870 6128 2346 2872 2456 2322
"TRINITY_DN6617_c0_g1_i1" 310 436 310 216 126 120
"TRINITY_DN6649_c0_g1_i1" 18 4 22 228 216 102
"TRINITY_DN6686_c0_g1_i1" 50 258 28 6 10 2
"TRINITY_DN6601_c0_g1_i1" 266 274 360 142 102 74
"TRINITY_DN6610_c0_g1_i1" 476 676 792 380 230 188
"TRINITY_DN6647_c0_g1_i2" 140 270 244 64 24 34
"TRINITY_DN6647_c0_g2_i1" 6 4 4 2 2 0
"TRINITY_DN6647_c0_g2_i2" 4 2 4 0 0 0
"TRINITY_DN6639_c0_g1_i1" 530 704 450 312 180 168
"TRINITY_DN6639_c1_g1_i1" 450 494 460 450 230 192
"TRINITY_DN6684_c0_g1_i2" 2 18 34 6 0 8
"TRINITY_DN6630_c0_g1_i1" 162 318 108 104 54 56
"TRINITY_DN6670_c0_g1_i2" 702 1074 492 656 322 384
"TRINITY_DN6648_c2_g1_i1" 1644 2202 1764 1198 710 742
"TRINITY_DN6613_c0_g1_i1" 462 754 320 1614 526 754
"TRINITY_DN6612_c0_g1_i1" 242 296 130 202 108 88
"TRINITY_DN6640_c0_g1_i1" 202 202 178 268 200 168
"TRINITY_DN6615_c0_g1_i1" 58 30 48 66 36 32
"TRINITY_DN6697_c0_g1_i2" 14 22 20 8 2 0
"TRINITY_DN6697_c0_g1_i3" 16 10 10 2 2 4
"TRINITY_DN6604_c0_g1_i1" 914 1612 938 550 252 284
"TRINITY_DN6605_c1_g1_i1" 6336 5722 7142 7686 5120 6022
"TRINITY_DN6619_c0_g1_i1" 226 368 228 106 42 58
"TRINITY_DN6616_c0_g1_i1" 60 38 44 16 6 18
"TRINITY_DN6616_c0_g2_i2" 32 42 14 8 8 10
"TRINITY_DN6616_c0_g2_i5" 38 40 26 12 8 14
"TRINITY_DN6616_c0_g3_i1" 0 0 0 2 0 0
"TRINITY_DN6638_c0_g1_i1" 266 356 230 78 54 26
"TRINITY_DN6666_c0_g1_i1" 256 562 146 142 92 78
"TRINITY_DN6666_c2_g1_i2" 612 1720 254 414 200 196
"TRINITY_DN6666_c2_g1_i3" 1876 1892 998 2290 1578 1034
"TRINITY_DN6611_c0_g1_i1" 958 664 622 164 106 126
"TRINITY_DN6624_c0_g2_i1" 16 40 16 12 6 8
"TRINITY_DN6624_c1_g1_i1" 242 166 414 532 246 266
"TRINITY_DN6655_c0_g1_i1" 62 126 42 32 10 16
"TRINITY_DN6655_c0_g1_i2" 128 246 70 14 14 14
"TRINITY_DN6636_c0_g1_i1" 42 58 52 30 10 12
"TRINITY_DN6636_c0_g1_i2" 38 96 56 34 6 4
"TRINITY_DN6622_c1_g1_i2" 3162 4058 2602 2322 2170 2024
"TRINITY_DN6677_c1_g1_i2" 514 688 428 254 148 160
"TRINITY_DN6657_c0_g1_i1" 386 470 556 472 266 234
"TRINITY_DN6629_c0_g1_i1" 222 416 220 188 114 98
"TRINITY_DN6679_c0_g1_i1" 956 1976 1212 508 232 262
"TRINITY_DN6682_c1_g1_i1" 590 680 1552 264 188 184
"TRINITY_DN6641_c0_g1_i1" 34 80 36 14 6 14
"TRINITY_DN6641_c0_g2_i1" 2 2 0 0 0 0
"TRINITY_DN6641_c0_g3_i1" 76 112 58 20 14 4
"TRINITY_DN6635_c1_g1_i2" 1592 2370 1630 982 600 668
"TRINITY_DN6692_c0_g1_i1" 136 40 182 100 30 32
"TRINITY_DN6668_c0_g1_i1" 28 32 10 4 2 4
"TRINITY_DN6668_c0_g2_i1" 806 960 608 312 166 154
"TRINITY_DN6688_c0_g1_i1" 32 44 202 16 2 4
"TRINITY_DN6681_c0_g1_i2" 196 130 56 14 12 6
"TRINITY_DN6637_c0_g1_i1" 470 302 512 144 38 96
"TRINITY_DN6637_c0_g2_i2" 40 12 38 20 2 4
"TRINITY_DN6637_c0_g3_i1" 4 6 8 2 0 2
"TRINITY_DN6609_c0_g2_i2" 42 100 70 18 16 18
"TRINITY_DN6609_c0_g2_i3" 22 20 30 14 0 8
"TRINITY_DN6609_c1_g1_i1" 20 98 26 2 2 4
"TRINITY_DN6609_c1_g1_i2" 36 58 10 2 0 2
"TRINITY_DN6671_c0_g1_i1" 842 1276 1120 274 146 144
"TRINITY_DN6673_c0_g1_i1" 68 62 82 152 52 74
"TRINITY_DN6691_c0_g1_i1" 1308 1852 910 810 458 428
"TRINITY_DN6632_c1_g1_i1" 80 146 52 56 38 24
"TRINITY_DN6632_c1_g2_i1" 5880 9808 3420 2990 2142 1948
"TRINITY_DN6693_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN6693_c1_g1_i1" 114 128 440 4 4 4
"TRINITY_DN6693_c1_g1_i3" 98 94 144 2 0 0
"TRINITY_DN6693_c1_g2_i1" 122 64 332 14 0 2
"TRINITY_DN6665_c1_g1_i1" 268 326 164 40 22 14
"TRINITY_DN6665_c1_g2_i1" 1114 1454 1084 592 434 424
"TRINITY_DN6633_c0_g1_i1" 0 0 0 44 26 30
"TRINITY_DN6633_c1_g1_i1" 0 0 2 102 64 36
"TRINITY_DN6672_c0_g1_i1" 36 26 28 56 24 36
"TRINITY_DN6646_c0_g1_i1" 2 0 2 1170 798 902
"TRINITY_DN6676_c0_g2_i1" 18 8 14 254 126 144
"TRINITY_DN6669_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN6669_c0_g1_i2" 4 8 0 76 64 52
"TRINITY_DN6694_c0_g1_i1" 164 306 118 94 40 44
"TRINITY_DN6656_c0_g1_i2" 4 2 10 4 0 6
"TRINITY_DN6656_c0_g1_i3" 32 38 44 32 20 2
"TRINITY_DN6650_c0_g1_i1" 196 326 228 60 34 32
"TRINITY_DN6687_c0_g1_i2" 82 120 242 148 116 136
"TRINITY_DN6608_c0_g1_i1" 204 384 76 24 6 12
"TRINITY_DN6608_c1_g1_i1" 0 4 2 0 0 0
"TRINITY_DN6659_c0_g1_i1" 0 0 0 36 20 22
"TRINITY_DN6659_c0_g2_i1" 0 0 2 50 44 44
"TRINITY_DN6662_c0_g1_i1" 58 60 196 16 12 8
"TRINITY_DN6675_c0_g1_i3" 16 10 16 4 2 8
"TRINITY_DN6675_c0_g1_i5" 6 0 6 4 2 0
"TRINITY_DN6675_c0_g1_i6" 0 0 2 4 0 4
"TRINITY_DN6663_c0_g1_i1" 230 234 352 52 60 54
"TRINITY_DN6689_c0_g2_i1" 50 284 50 52 28 22
"TRINITY_DN6689_c0_g3_i1" 0 2 2 0 0 0
"TRINITY_DN6627_c0_g1_i2" 588 1058 506 572 298 256
"TRINITY_DN6623_c0_g1_i1" 52 296 16 94 36 30
"TRINITY_DN6651_c0_g1_i3" 36 28 10 76 36 48
"TRINITY_DN6651_c0_g2_i1" 20 28 4 38 24 22
"TRINITY_DN6628_c0_g1_i1" 0 8 0 6 0 0
"TRINITY_DN6628_c0_g2_i1" 186 262 190 88 26 46
"TRINITY_DN6634_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN6634_c0_g2_i1" 0 0 0 0 0 0
"TRINITY_DN6634_c0_g2_i2" 2 4 0 0 2 0
"TRINITY_DN6634_c0_g2_i4" 2 0 2 0 2 0
"TRINITY_DN6658_c1_g1_i1" 1680 2240 2022 1400 874 916
"TRINITY_DN6614_c0_g1_i1" 502 252 678 712 338 376
"TRINITY_DN6660_c0_g1_i3" 116 206 130 40 14 16
"TRINITY_DN6625_c0_g1_i1" 0 18 6 0 0 2
"TRINITY_DN6625_c0_g1_i3" 4 14 6 2 0 0
"TRINITY_DN6683_c1_g1_i1" 140 262 92 110 52 84
"TRINITY_DN6683_c1_g2_i1" 5756 11982 3870 4866 3002 2910
"TRINITY_DN6680_c0_g1_i2" 4 4 0 0 0 2
"TRINITY_DN6680_c0_g1_i4" 0 0 0 2 2 0
"TRINITY_DN6674_c0_g1_i1" 108 186 130 62 22 30
"TRINITY_DN6674_c0_g1_i2" 4 4 10 0 0 0
"TRINITY_DN6674_c0_g1_i3" 14 2 0 0 0 0
"TRINITY_DN6652_c0_g1_i1" 708 1172 664 1046 566 544
"TRINITY_DN6626_c0_g1_i2" 208 314 198 152 100 76
"TRINITY_DN6626_c0_g1_i3" 8 22 2 0 4 0
"TRINITY_DN6626_c1_g1_i1" 102 126 78 74 54 40
"TRINITY_DN6626_c1_g1_i2" 6 24 26 8 4 4
"TRINITY_DN6603_c0_g1_i1" 332 352 470 102 82 72
"TRINITY_DN6654_c0_g1_i1" 12 22 62 14 4 2
"TRINITY_DN6654_c1_g1_i1" 544 558 146 0 0 0
"TRINITY_DN6664_c1_g1_i1" 9218 7798 12446 10526 6110 6410
"TRINITY_DN6664_c1_g2_i1" 218 234 316 294 148 130
"TRINITY_DN6664_c2_g1_i1" 7732 8356 6446 4594 3624 3622
"TRINITY_DN6685_c0_g1_i1" 24 24 48 4 4 0
"TRINITY_DN6685_c0_g1_i2" 14 14 12 6 6 2
"TRINITY_DN6618_c1_g1_i1" 6560 5926 7438 2892 1974 1858
"TRINITY_DN6698_c0_g1_i1" 10 24 24 0 0 0
"TRINITY_DN6698_c0_g1_i2" 126 144 140 84 54 20
"TRINITY_DN6661_c0_g1_i1" 14 4 34 62 22 20
"TRINITY_DN6678_c0_g1_i2" 1124 1018 796 50 12 16
"TRINITY_DN6678_c0_g1_i5" 2 6 2 196 184 228
"TRINITY_DN6644_c0_g1_i2" 20 22 14 8 12 2
"TRINITY_DN6699_c0_g1_i1" 622 798 524 372 114 130
"TRINITY_DN6600_c0_g1_i1" 66 60 42 20 12 20
"TRINITY_DN6600_c0_g1_i2" 84 142 74 216 70 76
"TRINITY_DN6607_c0_g1_i1" 74 92 70 32 6 8
"TRINITY_DN6602_c0_g1_i2" 94 192 54 50 28 22
"TRINITY_DN6696_c0_g1_i1" 896 954 714 444 266 248
"TRINITY_DN6643_c1_g1_i2" 5176 7322 3466 2120 1596 1436
"TRINITY_DN6642_c0_g1_i1" 1766 2234 1554 1130 856 780
"TRINITY_DN6621_c0_g1_i7" 148 286 174 250 58 84
"TRINITY_DN6606_c0_g1_i1" 1632 2234 1300 884 542 648
"TRINITY_DN6690_c0_g1_i1" 182 144 136 74 26 36
"TRINITY_DN6631_c0_g1_i2" 140 338 154 98 52 52
"TRINITY_DN6645_c0_g1_i1" 18 48 40 4 0 4
"TRINITY_DN6645_c1_g2_i1" 64 16 80 30 16 12
"TRINITY_DN6667_c0_g1_i1" 1876 2304 2044 850 504 416
"TRINITY_DN6653_c0_g1_i1" 28 22 32 28 24 18
"TRINITY_DN6653_c1_g1_i2" 14 0 0 22 14 4
"TRINITY_DN14340_c0_g1_i1" 6 2 4 10 4 0
"TRINITY_DN14318_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14323_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN14316_c0_g1_i1" 4 6 2 2 2 2
"TRINITY_DN14395_c0_g1_i1" 4 12 6 0 0 0
"TRINITY_DN14364_c0_g1_i1" 0 0 0 0 4 0
"TRINITY_DN14326_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14308_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN14399_c0_g1_i1" 6 2 0 0 0 0
"TRINITY_DN14335_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN14368_c0_g1_i1" 0 2 4 2 0 0
"TRINITY_DN14312_c0_g1_i1" 2 4 2 8 0 2
"TRINITY_DN14306_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN14388_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN14345_c0_g1_i1" 14 6 18 0 0 4
"TRINITY_DN14385_c0_g1_i1" 0 12 0 0 2 0
"TRINITY_DN14307_c0_g1_i1" 0 0 2 4 2 0
"TRINITY_DN14370_c0_g1_i1" 10 0 6 0 0 0
"TRINITY_DN14357_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14344_c0_g1_i1" 12 0 0 0 0 0
"TRINITY_DN14359_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN14311_c0_g1_i1" 0 0 6 2 0 0
"TRINITY_DN14367_c0_g1_i1" 4 18 0 2 2 4
"TRINITY_DN14351_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14375_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14350_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14315_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN14373_c0_g1_i1" 0 6 0 0 0 0
"TRINITY_DN14321_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN14328_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN14302_c0_g2_i1" 4 0 0 2 2 0
"TRINITY_DN14343_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14394_c0_g1_i1" 0 6 0 0 2 0
"TRINITY_DN14332_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN14398_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN14358_c0_g1_i1" 0 0 0 0 0 4
"TRINITY_DN14356_c0_g1_i1" 2 0 4 2 0 0
"TRINITY_DN14387_c0_g1_i1" 0 0 6 0 0 0
"TRINITY_DN14391_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14303_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN14355_c0_g1_i1" 6 6 12 0 2 4
"TRINITY_DN14372_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN14331_c0_g1_i1" 2 0 2 0 0 2
"TRINITY_DN14314_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN14330_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN14362_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN14383_c0_g1_i1" 4 0 6 2 2 2
"TRINITY_DN14341_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN14324_c0_g1_i1" 10 0 70 0 0 0
"TRINITY_DN14360_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN14338_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14305_c0_g1_i1" 0 2 0 0 6 0
"TRINITY_DN14304_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14352_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN14379_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN14317_c0_g1_i1" 2 0 0 0 2 0
"TRINITY_DN14347_c0_g1_i1" 0 0 4 2 0 0
"TRINITY_DN14348_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN14369_c0_g1_i1" 0 0 8 16 4 0
"TRINITY_DN14301_c0_g1_i1" 2 0 0 2 2 0
"TRINITY_DN14392_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14374_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14346_c0_g1_i1" 0 0 4 2 0 0
"TRINITY_DN14336_c0_g1_i1" 8 2 2 2 0 0
"TRINITY_DN14361_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN14342_c0_g1_i1" 0 0 4 2 0 0
"TRINITY_DN14378_c0_g1_i1" 0 0 0 2 2 6
"TRINITY_DN14393_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14384_c0_g1_i1" 2 0 0 0 0 2
"TRINITY_DN14327_c0_g1_i1" 8 0 0 0 0 0
"TRINITY_DN14309_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN14365_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN14320_c0_g1_i1" 16 20 10 2 0 0
"TRINITY_DN14349_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN14389_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14325_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN14334_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14310_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN14386_c0_g1_i1" 2 6 0 0 0 0
"TRINITY_DN14397_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN14382_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN14371_c0_g1_i1" 6 0 2 2 0 0
"TRINITY_DN14353_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14376_c0_g1_i1" 6 4 4 2 0 2
"TRINITY_DN14329_c0_g1_i1" 0 0 2 4 2 0
"TRINITY_DN14313_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN14339_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN14377_c0_g1_i1" 2 2 2 0 0 0
"TRINITY_DN14363_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN14333_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN14390_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN14300_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN14337_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN14396_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN14319_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN14380_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN8060_c1_g1_i1" 25550 29616 15512 29166 27776 28078
"TRINITY_DN8046_c0_g1_i1" 838 1216 614 492 360 364
"TRINITY_DN8059_c0_g1_i1" 744 744 898 554 238 256
"TRINITY_DN8011_c0_g1_i1" 34 52 44 8 6 4
"TRINITY_DN8011_c0_g1_i2" 6 4 12 4 0 0
"TRINITY_DN8039_c1_g1_i1" 8648 9990 5920 5258 2836 2758
"TRINITY_DN8097_c0_g1_i3" 80 78 86 26 18 16
"TRINITY_DN8097_c0_g1_i4" 10 8 4 4 2 0
"TRINITY_DN8008_c0_g1_i1" 364 364 174 292 88 94
"TRINITY_DN8024_c1_g1_i1" 3802 3846 3992 3362 1904 1998
"TRINITY_DN8027_c1_g1_i1" 176 216 114 206 172 156
"TRINITY_DN8027_c1_g3_i1" 54 56 34 54 42 52
"TRINITY_DN8027_c1_g5_i1" 3284 3980 2352 3884 3860 4150
"TRINITY_DN8027_c1_g9_i1" 66 76 62 90 90 68
"TRINITY_DN8048_c0_g1_i1" 430 432 250 1960 1264 1024
"TRINITY_DN8048_c0_g2_i1" 264 224 104 974 556 516
"TRINITY_DN8067_c0_g1_i1" 722 730 710 374 94 144
"TRINITY_DN8007_c1_g1_i1" 2158 2768 2600 1096 470 540
"TRINITY_DN8068_c0_g1_i1" 154 234 208 296 148 184
"TRINITY_DN8090_c1_g1_i1" 2412 3026 2234 1952 1334 1270
"TRINITY_DN8012_c2_g1_i1" 21036 16626 39412 13978 5798 9856
"TRINITY_DN8088_c0_g1_i1" 176 394 294 124 82 122
"TRINITY_DN8088_c1_g1_i1" 8 24 22 4 6 2
"TRINITY_DN8076_c0_g1_i1" 18 0 2 708 290 206
"TRINITY_DN8028_c0_g1_i1" 64 50 16 36 14 10
"TRINITY_DN8033_c0_g1_i1" 844 1070 696 488 230 332
"TRINITY_DN8057_c0_g1_i1" 82 108 260 14 4 10
"TRINITY_DN8042_c0_g1_i1" 3958 3966 4432 1396 766 740
"TRINITY_DN8003_c0_g1_i1" 752 1662 422 236 122 92
"TRINITY_DN8003_c0_g2_i1" 54 136 44 52 18 22
"TRINITY_DN8003_c0_g2_i4" 30 48 10 2 2 0
"TRINITY_DN8003_c0_g2_i5" 18 46 6 0 0 0
"TRINITY_DN8044_c0_g2_i1" 64 50 94 40 8 18
"TRINITY_DN8044_c0_g2_i2" 2 4 18 0 0 0
"TRINITY_DN8014_c0_g1_i1" 1212 2194 616 864 454 436
"TRINITY_DN8014_c0_g2_i1" 334 608 168 202 98 106
"TRINITY_DN8066_c3_g2_i1" 0 0 0 0 8 12
"TRINITY_DN8066_c3_g5_i1" 0 0 0 24 58 48
"TRINITY_DN8066_c3_g6_i1" 0 0 0 4 10 10
"TRINITY_DN8066_c3_g7_i1" 2 2 0 10 22 6
"TRINITY_DN8066_c3_g9_i3" 0 0 0 18 14 24
"TRINITY_DN8066_c3_g9_i4" 0 0 0 12 8 8
"TRINITY_DN8066_c3_g10_i1" 0 0 0 22 2 28
"TRINITY_DN8066_c3_g14_i1" 0 0 0 4 2 8
"TRINITY_DN8066_c3_g27_i1" 0 0 0 20 44 52
"TRINITY_DN8066_c3_g37_i2" 0 0 0 0 0 0
"TRINITY_DN8066_c3_g43_i2" 0 0 0 2 2 4
"TRINITY_DN8066_c3_g44_i1" 0 0 0 0 2 10
"TRINITY_DN8066_c4_g2_i1" 0 4 0 20 14 8
"TRINITY_DN8066_c4_g3_i2" 0 0 0 76 68 100
"TRINITY_DN8066_c4_g3_i4" 0 0 0 0 0 0
"TRINITY_DN8066_c4_g3_i7" 18 472 830 1478 1438 2412
"TRINITY_DN8066_c4_g4_i1" 0 0 0 10 0 0
"TRINITY_DN8066_c4_g5_i1" 0 0 0 0 0 4
"TRINITY_DN8066_c4_g5_i2" 0 0 0 8 14 10
"TRINITY_DN8066_c4_g11_i1" 0 4 0 12 12 14
"TRINITY_DN8066_c4_g10_i2" 0 0 0 0 0 0
"TRINITY_DN8066_c4_g10_i4" 8 6 4 44 32 48
"TRINITY_DN8066_c4_g10_i6" 2 16 4 36 38 46
"TRINITY_DN8066_c4_g12_i1" 0 2 0 50 40 20
"TRINITY_DN8066_c4_g19_i1" 0 0 0 0 0 0
"TRINITY_DN8066_c4_g20_i1" 0 0 0 6 4 4
"TRINITY_DN8085_c1_g1_i1" 2652 1822 2048 330 82 172
"TRINITY_DN8056_c1_g1_i1" 4856 4218 3648 4182 2302 2090
"TRINITY_DN8034_c1_g1_i1" 1484 1966 944 1168 990 880
"TRINITY_DN8055_c0_g1_i1" 50 64 50 12 18 4
"TRINITY_DN8055_c0_g1_i2" 2 6 6 0 0 0
"TRINITY_DN8052_c0_g2_i1" 166 256 138 38 30 28
"TRINITY_DN8094_c1_g1_i1" 4816 7200 3250 4180 2078 1958
"TRINITY_DN8020_c0_g1_i2" 206 478 256 138 94 90
"TRINITY_DN8016_c0_g1_i1" 58 28 8 12 0 0
"TRINITY_DN8016_c0_g1_i2" 20 30 14 2 0 0
"TRINITY_DN8015_c1_g1_i1" 1968 1852 1212 3774 2818 2970
"TRINITY_DN8015_c1_g1_i2" 2496 3208 3248 1586 926 972
"TRINITY_DN8015_c2_g1_i2" 3580 4164 4348 2208 1264 1300
"TRINITY_DN8025_c0_g1_i1" 230 282 204 150 68 68
"TRINITY_DN8013_c0_g1_i1" 60 162 48 20 10 4
"TRINITY_DN8080_c1_g1_i1" 978 1400 1236 1042 860 986
"TRINITY_DN8080_c1_g2_i1" 100 204 118 78 58 56
"TRINITY_DN8082_c0_g1_i1" 1056 1734 1342 978 414 424
"TRINITY_DN8095_c0_g1_i1" 4192 6538 4176 2428 1206 1186
"TRINITY_DN8083_c0_g1_i1" 4 6 12 0 2 0
"TRINITY_DN8083_c0_g1_i2" 40 32 38 12 6 8
"TRINITY_DN8001_c0_g1_i1" 8080 9748 8184 9446 6712 7464
"TRINITY_DN8054_c0_g1_i1" 7046 10674 5448 5106 2382 2554
"TRINITY_DN8022_c0_g2_i4" 14 36 46 4 6 0
"TRINITY_DN8022_c0_g2_i5" 16 44 16 14 4 0
"TRINITY_DN8031_c0_g1_i1" 204 224 68 202 80 104
"TRINITY_DN8009_c1_g1_i1" 4618 8378 1542 7118 4394 3590
"TRINITY_DN8030_c0_g1_i1" 316 354 322 130 64 80
"TRINITY_DN8030_c0_g2_i1" 516 636 728 276 138 150
"TRINITY_DN8029_c0_g1_i1" 10 28 24 6 4 8
"TRINITY_DN8029_c0_g1_i3" 40 74 58 28 16 14
"TRINITY_DN8029_c0_g1_i4" 0 0 0 0 0 0
"TRINITY_DN8078_c1_g1_i1" 4960 5162 5470 5052 2430 2810
"TRINITY_DN8036_c1_g1_i1" 5562 11992 4764 4248 2092 2278
"TRINITY_DN8043_c0_g1_i1" 16 8 6 32 18 30
"TRINITY_DN8043_c0_g2_i1" 0 2 0 0 0 0
"TRINITY_DN8051_c0_g1_i1" 84 146 36 464 208 210
"TRINITY_DN8051_c0_g1_i2" 6 18 2 28 12 14
"TRINITY_DN8051_c0_g1_i4" 8 20 10 24 14 14
"TRINITY_DN8099_c0_g1_i1" 344 474 494 176 70 48
"TRINITY_DN8099_c0_g1_i3" 0 0 0 0 0 0
"TRINITY_DN8079_c1_g1_i1" 6168 7226 5752 4670 2228 2482
"TRINITY_DN8062_c1_g1_i2" 16492 21652 7340 12336 6886 6534
"TRINITY_DN8037_c0_g2_i1" 326 476 116 110 70 74
"TRINITY_DN8037_c0_g2_i4" 2 0 0 0 0 0
"TRINITY_DN8061_c0_g1_i1" 6 8 62 228 114 126
"TRINITY_DN8058_c0_g1_i1" 156 176 152 64 48 42
"TRINITY_DN8072_c0_g1_i1" 372 456 414 310 264 222
"TRINITY_DN8018_c0_g1_i1" 6 4 22 2 0 2
"TRINITY_DN8018_c1_g1_i2" 1562 2366 1306 896 408 420
"TRINITY_DN8070_c2_g1_i3" 1332 2776 972 1068 586 582
"TRINITY_DN8047_c2_g1_i1" 1672 3072 1988 906 478 480
"TRINITY_DN8041_c0_g1_i1" 112 130 146 36 14 22
"TRINITY_DN8041_c0_g1_i2" 12 16 20 0 2 0
"TRINITY_DN8000_c2_g1_i1" 4636 4352 4180 1674 642 924
"TRINITY_DN8074_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN8074_c0_g1_i2" 0 0 0 0 0 0
"TRINITY_DN8074_c0_g1_i3" 0 0 0 0 0 0
"TRINITY_DN8074_c0_g1_i4" 0 0 0 0 0 0
"TRINITY_DN8074_c0_g1_i6" 0 0 0 2 2 0
"TRINITY_DN8074_c0_g1_i9" 0 0 0 0 0 0
"TRINITY_DN8032_c0_g1_i1" 228 160 362 130 92 60
"TRINITY_DN8002_c0_g1_i1" 2 0 0 488 294 280
"TRINITY_DN8040_c0_g1_i1" 7162 9602 6774 6676 3992 4112
"TRINITY_DN8087_c0_g1_i1" 198 236 214 184 92 118
"TRINITY_DN8077_c1_g1_i1" 2510 2678 2142 1868 1086 988
"TRINITY_DN8010_c0_g1_i1" 354 396 310 156 70 84
"TRINITY_DN8092_c1_g1_i1" 2966 4126 2882 2728 2052 1980
"TRINITY_DN8084_c0_g1_i3" 0 0 0 0 2 0
